,headline,entity,majority_label
1275,Mitt Romney Could Again Be a GOP Spoiler in a Ukraine-Related Vote,GOP,Neutral
1276,Democrats are picking a nominee based on the factor they’re worst at evaluating - The Washington Post,Democrats,Negative
1277,"Democrats take aim at Bloomberg on stop-and-frisk, treatment of women - The Washington Post",Democrats,Neutral
1278,Republican impeachment report: GOP offers preemptive rebuttal to Democrats' case against Trump - The Washington Post,Democrats,Negative
1279,Assessing the Republican ‘findings’ in their Trump impeachment inquiry report - The Washington Post,Republicans,Neutral
1280,Ilhan Omar’s Republican opponent Danielle Stella barred by Twitter - The Washington Post,Republicans,Neutral
1281,Giuliani was in talks to be paid by Ukraine’s top prosecutor as they together sought damaging information on Democrats - The Washington Post,Democrats,Negative
1282,Why are Republicans in Congress sticking by Trump on impeachment? - The Washington Post,Republicans,Neutral
1283,The Technology 202: Top Senate Democrat's new privacy bill likely to spark GOP protests - The Washington Post,GOP,Negative
1284,"Lindsey Graham, John Kennedy, Marsha Blackburn preview an extreme Senate GOP defense of Trump - The Washington Post",GOP,Positive
1285,Democrats would be most enthusiastic about a female nominee. Republicans? A businessman. - The Washington Post,Democrats,Positive
1286,The GOP’s impeachment questions repeatedly backfired on Thursday - The Washington Post,GOP,Negative
1287,"Drawing others into pressure campaign, Sondland puts Trump's Republican allies on the defensive - The Washington Post",Republicans,Negative
1288,Sondland’s bombshell testimony leaves Trump’s Republican allies scrambling - The Washington Post,Republicans,Negative
1289,Back-to-back losses in key governors’ races send additional warning to Trump and GOP ahead of 2020 - The Washington Post,GOP,Negative
1290,Democrats fear long primary slog - The Washington Post,Democrats,Negative
1291,"Wealth tax, paid family leave, minimum wage: Where 2020 Democrats stand - Washington Post",Democrats,Neutral
1292,"Whistleblowers should be protected, Republicans and Democrats agree - The Washington Post",Democrats,Positive
1293,"Whistleblowers should be protected, Republicans and Democrats agree - The Washington Post",Republicans,Positive
1294,Will Democrats face a third-party problem--again? - The Washington Post,Democrats,Negative
1295,No firsthand knowledge is GOP rallying cry in defense of Trump on impeachment - The Washington Post,GOP,Positive
1296,"Republicans: Aid release to Ukraine shows no quid pro quo, and other poor defenses - The Washington Post",Republicans,Positive
1297,"Who is Stephen R. Castor, the GOP staff attorney in the impeachment hearings? - The Washington Post",GOP,Neutral
1298,Republicans stand with Trump against impeachment in the face of growing evidence - The Washington Post,Republicans,Neutral
1299,"Ahead of Critical Michigan Primary, Democrats Look to Governor for Winning Formula",Democrats,Positive
1300,Mitt Romney Could Again Be a GOP Spoiler in a Ukraine-Related Vote,GOP,Negative
1301,Moderate Democrats Consolidate Around Biden Ahead of Super Tuesday,Democrats,Positive
1302,Trump to Meet With GOP Lawmakers Amid Fight Over Curtailing U.S. Spying Powers,GOP,Neutral
1303,The Democrats’ Israel Problem,Democrats,Negative
1304,"Polarized Prosperity: How Trump, Democrats Clash Over the Economy",Democrats,Negative
1305,Democrats Give Cold Shoulder to Big Wall Street Donor,Democrats,Negative
1306,Democrats Are Weaponizing the Coronavirus Against Trump,Democrats,Negative
1307,Nevada Democrats Dial Back the Tech to Avoid an Iowa-Style Debacle,Democrats,Negative
1308,Three Ways Bloomberg's Billions Are Shaking Up the Democrats,Democrats,Negative
1309,Path to Confirmation Dims for Fed Nominee After Republican Objections,Republicans,Neutral
1310,Appeals Court Tosses Democrats’ Emoluments Lawsuit Against Trump,Democrats,Negative
1311,Democrats Need to Disguise Their Leftness,Democrats,Negative
1312,The Democrats’ Unserious Week,Democrats,Negative
1313,Democrats Have a Ways to Go Before They Stand United,Democrats,Negative
1314,Democrats May Be Blowing Their Chance,Democrats,Negative
1315,Moderate Democrats Fear Suburban Backlash to a Bernie Sanders Nomination,Democrats,Negative
1316,The Republican Case for Elizabeth Warren,Republicans,Neutral
1317,Iowa Kicks Off Contest for Soul of the Democratic Party,Democratic Party,Neutral
1318,Connecticut Republicans Not Sold on Tolls for Trucks,Republicans,Negative
1319,2020 Democrats Emphasize Electability in Iowa’s Closing Days,Democrats,Positive
1320,Trump’s Defense Says Democrats Have Failed to Make Impeachment Case,Democrats,Negative
1321,Democrats Present Their Case for Trump’s Removal,Democrats,Neutral
1322,"As Primary Voting Nears, Joe Biden Remains Strong With Black Democrats",Democrats,Positive
1323,Six Democrats Qualify for Final Debate Before Iowa Votes,Democrats,Neutral
1324,Democrats Ditch Rust Belt for Sun Belt in Bid for Future Growth,Democrats,Neutral
1325,How the GOP Can Win on Health Care,GOP,Positive
1326,GOP Unity Doesn’t Arise From Fear of Trump,GOP,Positive
1327,"Decades Later, My Fellow Democrats Should Admit Character Counts",Democrats,Negative
1328,Putin Criticizes Democrats for Impeaching Trump,Democrats,Negative
1329,Democrats’ SALT Sleight-of-Hand,Democrats,Negative
1330,Rick Lazio Ponders GOP Suburban Strategy,GOP,Neutral
1331,Rep. Van Drew to Switch to Republican Party,Republican Party,Positive
1332,Rep. Van Drew to Switch to Republican Party,Republicans,Positive
1333,Democrats Shrink Impeachment to Two Weak Articles,Democrats,Negative
1334,Judges Question Democrats’ Right to Sue Trump on Emoluments Claim,Democrats,Negative
1335,Democrats Enter the Winnowing Phase,Democrats,Neutral
1336,Democrats Scramble for Policy Gains Amid Impeachment Push,Democrats,Negative
1337,Republicans Suppress Their Own Voters,Republicans,Negative
1338,Georgia GOP Rep. Tom Graves Won’t Seek Re-Election in 2020,GOP,Neutral
1339,Pelosi Says Democrats Will Draft Articles of Impeachment,Democrats,Negative
1340,House Republicans Refute Schiff's Impeachment Report,Republicans,Positive
1341,The Democrats' Fractured Fairy Tales,Democrats,Negative
1342,Senate Republicans Push New Privacy Initiative,Republicans,Neutral
1343,A Republican Proposal to Feed the Country to the Swamp,Republicans,Negative
1344,Can Michael Bloomberg Buy the Election? Democrats Think So,Democrats,Negative
