sentiment,headline,words
neutral,Infosys Q4 results: Five things to watch out for,9
neutral,Insecticides India's Q4 net profit at Rs 6.13 crore,9
neutral,"Investors on sidelines ahead of US holiday, ECB meeting",9
neutral,"IOC investor roadshows in Singapore, Hong Kong this week",9
neutral,Is this a good time to purchase gold jewellery?,9
positive,"IT companies will continue to deliver, says Dipan Mehta",9
neutral,J P Chalasani joins Punj Lloyd as Group CEO,9
neutral,"Jindal Stainless rejig: Shareholders, creditors meet on May 16",9
neutral,Jyotivardhan Jaipuria leads exit of senior analysts at BofA-ML,9
neutral,K K Agarwal takes over as NTPC Regional ED,9
neutral,Kartik Kaushik to lead Citi India's consumer banking division,9
neutral,Keki Mistry joins advisory board of Cox & Kings,9
neutral,Komli Media CEO Prashant Mehta quits for personal reasons,9
neutral,Legal tussle forces Sebi to re-think decision on self-regulation,9
neutral,Limited options in banking space to pick: Harendra Kumar,9
neutral,Lodha Developers gives guidance for debut US dollar bond,9
neutral,Look for levels around 6630-6640 on Nifty: Ashwani Gujral,9
neutral,Maharashtra say no to Bt cotton seed price hike,9
neutral,Manpasand Beverages plans IPO to raise Rs 500 crore,9
neutral,"March series may expire at 6,600-6,650: Vishal Kshatriya, Edelweiss",9
neutral,Marginal revision in Lupin's target price expected: Pankaj Pandey,9
neutral,Max Indias Vibha Paul Rishi decides to move on,9
neutral,Micromax rejigs management; ropes in Deepak Mehrotra as CEO,9
neutral,Mideast crude market rides out Iraq conflict for now,9
neutral,Moderate earnings expected for IT companies in Q3: Analysts,9
neutral,MRPL posts profit of Rs 260 cr in Q3,9
neutral,MT Educare IPO oversubscribed 1.22 times on day 2,9
neutral,"Munish Sharda appointed as Future Generali Life MD, CEO",9
neutral,Muthoot Fincorp announces its first public issue of NCDs,9
neutral,Nasdaq to settle Facebook IPO lawsuit for $26.5 million,9
neutral,NCDEX seeks permission to do futures trading in sugar,9
neutral,New rules on delivery instruction slips from October: Sebi,9
neutral,"NHAI tax-free bond closes tomorrow, grab a share now",9
neutral,Nifty likely to revisit 7450-7500 support levels: Mitesh Thacker,9
neutral,"Nifty looks tightly range bound: Vineet Bhatnagar, MD, PhillipCapital",9
neutral,Nifty may take a breather around 6715-6750 this week,9
neutral,Nifty might retest earlier high of 7800: Mitesh Thacker,9
neutral,Nifty to test 6900 levels; top five trading strategies,9
neutral,"Nifty50 may not break 8,000 in hurry: Sandeep Wagle",9
neutral,Nissan Motor India appoints Takayuki Ishida as new MD,9
neutral,Nita Ambani becomes first woman director on Reliance board,9
neutral,NMCE to launch select forward agri contracts this month,9
neutral,Noel N Tata takes over as chairman of Trent,9
neutral,Noel N Tata takes over as chairman of Trent,9
neutral,Nomura's top five largecap picks in an uncertain market,9
neutral,NSE arm introduces acceptance of FDRs in electronic form,9
neutral,NSE expects 8-10 listings on institutional platform by March,9
neutral,NSE to launch trading in currency options on Friday,9
neutral,NSEL to rematerialise e-series contracts from April 12 onwards,9
neutral,OIL India is more sideways type stock: Ashwani Gujral,9
neutral,Oil marketing companies to procure Rs 97-crore litre ethanol,9
neutral,Oil steady around $114 as Iraq exports in focus,9
neutral,P Padmanabhan takes charge as MD Numaligarh Refinery Ltd,9
neutral,P Padmanabhan takes charge as MD Numaligarh Refinery Ltd,9
neutral,Panacea Biotec Q3 net profit at Rs 83 crore,9
neutral,"PepsiCo India appoints new CEOs for beverages, foods businesses",9
neutral,Philippe Divry appointed as the MD of Volvo India,9
neutral,"Pipavav is steady: Ambareesh Baliga, Way2Wealth Brokers Pvt. Ltd",9
neutral,Piramal Enterprises Q3 net profit at Rs 249 crore,9
neutral,Ponzi schemes: Sebi seeks quarterly meetings of state panels,9
neutral,Pre-market: Nifty seen opening flat; mat retest 8100 levels,9
neutral,"Pre-market: Nifty seen opening flat; may reclaim 7,550 levels",9
neutral,"Pre-market: Nifty seen opening flat; may reclaim 7,800 levels",9
neutral,Pricing power is the key in FMCG: Prateek Agarwal,9
neutral,Prism Cement Q1 net profit at Rs 13.24 crore,9
neutral,Private sector is more promising than PSU bank stocks,9
neutral,PTC India seeks shareholder nod to pay 22% dividend,9
neutral,Pyramid Saimira case: Sebi completes probe against five entities,9
neutral,R K Tewari takes charge as new CBDT Chairman,9
neutral,Rajiv Sawhney puts in papers as Mahindra Holiday CEO,9
neutral,RBI ensures resumptions of RTGS functions in bond trading,9
neutral,RBI is helping govt gold monetisation scheme take off,9
neutral,Recommend wait and watch for Reliance Communications: Deven Choksey,9
neutral,Recommend wait and watch for Sintex Industries: Deepak Shenoy,9
neutral,Re-emergence of equity investors in 2014: Baroda Pioneer MF,9
neutral,Reliance Industries continue to do reasonably fine: Amisha Vora,9
neutral,Reliance Industries may post a flat performance for Q1,9
neutral,Reliance will participate in a bigger way: Kunj Bansal,9
neutral,"Religare Capital Markets appoints head of institutional equities, India",9
neutral,Revise Tata Consultancy Services target to Rs 1152: Kotak,9
neutral,RINL IPO will depend on market conditions: Steel Secretary,9
neutral,Royal Exchange appoints Mukesh Malhotra as new group head,9
positive,"Rupee snaps two-day fall as exporters, corporates sell dollars",9
neutral,Rupee will probably stabilised around 61-62 levels: Sudip Bandyopadhyay,9
neutral,Sanghvi Forgings lists at Rs 88 on the NSE,9
neutral,Santosh B Nayar new CEO & MD of IFCI,9
neutral,Santosh Nayar to be MD and CEO of IFCI,9
neutral,SAT to hear Alchemist Capital case on September 29,9
neutral,SCA Hygiene India appoints Milind Pingle as Managing Director,9
neutral,Scenario for Rel Comm is range bound: Sanjeev Agarwal,9
neutral,Sebi announces new corporate governance norms; mutual fund policy,9
neutral,Sebi board approves sharing KYC details with financial regulators,9
neutral,Sebi clears amalgamation of Aarti Industries & promoter firms,9
neutral,Sebi collates KYC details of nearly two crore investors,9
neutral,SEBI enhances vigil for money laundering through stock market,9
neutral,Sebi notifies rules for using IPEF for refunding investors,9
neutral,Sebi orders attachment of demat a/c of MPS Greenery,9
neutral,"Sebi orders attachment of demat, bank accounts of defaulter",9
neutral,"Sebi proposes including family trusts, NBFCs in QIB segment",9
neutral,"Sebi proposes new title of ""vice-chairpersons"" for its members",9
neutral,"Sebi to fix strict enforcement timelines, focus on refund",9
neutral,Sebi to meet rating companies today for reality check,9
neutral,Sebi to revisit policy on proprietary trading by brokers,9
neutral,Sebi to soon notify norms to regulate research analysts,9
neutral,Sebi to study global systems to catch manipulators early,9
neutral,Sebi to tap social media for investor awareness campaigns,9
neutral,"Sebi wants young, high-earning worker pension money in MFs",9
neutral,Sectors that are likely to outperform in Samvat 2071,9
neutral,Selection panel for Sebi chief reset; PMO nominee included,9
neutral,Sennheiser appoints Gunjan Srivastava as MD for India operations,9
neutral,"Sensex may touch 22,000 level before general elections: Experts",9
neutral,"Sensex rangebound, retests 28000; top ten stocks in focus",9
neutral,"Sensex rangebound, trades below 26000; top 20 trading ideas",9
neutral,Sensex takes a breather; top ten stocks in focus,9
neutral,Sentimental impact coal pricing is inevitable: P Phani Sekhar,9
negative,"SREI Infra is moving sideways: Ashwani Gujral, Market Strategist",9
neutral,State government companies lure PFs with high-return bond issues,9
neutral,Stick to regional players in cement sector: Jagdish Malkani,9
neutral,Stock exchanges are fighting a global war for listings,9
neutral,Study company's management before buying infra stocks: Prashasta Seth,9
neutral,Submit associate member details by February-end: NSE to brokers,9
neutral,Sugar mills in Maharashtra can now expect saffron boons,9
neutral,Suven Life Sciences Q2 flat at Rs 25 crore,9
negative,Sweet sugar turns bitter for mill owners in 2014,9
neutral,T K Sengupta takes over as Director of ONGC,9
neutral,"Tapering is bound to happen: IV Subramaniam, Quantum AMC",9
neutral,Tata Elxsi Q4 numbers justify its valuations: Prakash Diwan,9
neutral,Tata Power appoints Ashok S Sethi as Executive Director,9
neutral,Tata Steel to pay Rs 193.34 crore as bonus,9
neutral,"Tax gold imports, bond with NRIs and grow tomatoes",9
neutral,Technical snag at BSE; exchange looking into it: Official,9
neutral,Telenor promotes Indian executive Prasoon Sinha for global role,9
neutral,Ten-year T-yields to stay at 2.5-3%: Pimco Bill Gross,9
neutral,Ten-year T-yields to stay at 2.5-3%: Pimco's Bill Gross,9
neutral,Thermax posts Q4 net profit at Rs 126.50 cr,9
neutral,Time Technoplast is fairly valued at 71: Sudhir Nair,9
neutral,Timex posts Q4 net profit at Rs 2.47 crore,9
neutral,Tirupati gold set to be locked safely in PSBs,9
neutral,Top 10 luxurious types of coffee across the globe,9
neutral,Top five factors which are weighing on Indian markets,9
neutral,U K Sinha gets two-year extension as Sebi chief,9
neutral,UltraTech Cement allots 658 shares to employees under ESOP,9
neutral,Universal Commodity Exchange launch likely by Diwali: Ketan Sheth,9
neutral,US stocks end little changed before monthly jobs report,9
neutral,US-based CGAP elects Indian as Chairman of Executive Committee,9
neutral,Vipul Prakash to be Pepsi-Co marketing head in India,9
neutral,Vipul Prakash to be Pepsi-Co's marketing head in India,9
neutral,Visa Steel appoints Punkaj Kumar Bajaj as new CEO,9
neutral,Vishal Sikka to outline strategy at Infosys' Q2 results,9
neutral,VRL Logistics IPO subscribed 0.47 times on Day 1,9
neutral,VRL Logistics sets Rs 195-205 price band for IPO,9
neutral,Waiting for Nifty to move above 5570-5575: Mitesh Thacker,9
neutral,Wall Street finishes flat; deal news offsets housing data,9
neutral,"Wall Street is for sale, but is it cheap?",9
neutral,What analysts have to say about Infosys Q3 results,9
neutral,What brokerages have to say about the Adlabs IPO,9
neutral,What investors should expect from Axis Bank Q2 results,9
neutral,Why Hemang Jani is not bullish on banking stocks,9
neutral,World Gold Council organises forum to reform gold fix,9
neutral,Would look at shorting opportunities in banks: Mitesh Thacker,9
neutral,Yes Bank wrangle may be solved out of court,9
neutral,"Yuan firms for 4th week, crosses 200-day moving average",9
neutral,"Yuan flat, central bank signals stability with steady midpoint",9
neutral,"Yuan holds steady, seen capped at key 6.20/dollar level",9
neutral,"Yuan little changed on PBOC guidance, seen trading narrowly",9
neutral,1.3 lakh investors traded via mobiles on NSE in Q1,10
neutral,103 alter funds allowed to operate in Ind by Sebi,10
neutral,5 factors indicating the tide is turning for banking sector,10
neutral,Ace to launch direct delivery from sellers' location in Gujarat,10
neutral,Acropetal's Rs 170-cr IPO to hit market on Feb 21,10
neutral,Alibaba's record IPO covered entire deal in 2 days: Sources,10
neutral,"Amitabh Bachchan rings opening bell of BSE while promoting ""Yudh""",10
neutral,Analysis of the performance of mid-sized banks in Q1 FY13,10
neutral,Analysts see no major impact from new Fed tapering talks,10
neutral,Anoop Singh to quit as IMF's  Asia Pacific Director,10
neutral,"Asia tentative, awaits word on US Federal Reserve rate outlook",10
neutral,BAE Systems names John Brosnan as new India managing director,10
neutral,Banking is the sector is own right now: Satish Betadur,10
neutral,Bharti Airtel to raise 250 million Euros for 5 year,10
neutral,BNP Paribas fine shows dollar key role in global markets,10
neutral,Bourses ask cos to strictly comply with 'trading window' rules,10
neutral,"British markets breathe sigh of relief as Scotland votes ""No""",10
neutral,BSE resumes trading after tech glitch; top 20 trading ideas,10
neutral,"BSE resumes trading post tech glitch; traders, arbitragers hit most",10
neutral,BSE to auction unused government bonds limit to foreign investors,10
neutral,Build defensive portfolio in volatile markets: HDFC Standard Life Insurance,10
neutral,Chances are that Nifty will go towards 8650-8700: Ashwani Gujral,10
neutral,Cheap valuations of public sector banks: Buy or no buy?,10
neutral,China state-owned margin finance corp says to ensure market stability,10
neutral,China yuan remains nearly flat as ruling party meeting opens,10
neutral,Cipla: Focus on exports critical to swing in future surprises,10
neutral,Cisco rejigs India operations; appoints Dinesh Malkani as President Sales,10
neutral,Cognizant September quarter results: Five things to watch out for,10
neutral,Colvyn Harris gets South Asia as JWT 'deconstructs' region roles,10
neutral,Cos with high IPO grades have higher PE multiples: Crisil,10
neutral,Crackdown on Ponzi schemes: Ordinance empowering Sebi set to lapse,10
neutral,Did IGate's Board wrong its shareholders? Law firms are examining,10
neutral,Digjam promoters settle case with Sebi; pay Rs 13.27 lakh,10
neutral,"Domestic companies turn back on bank loans, issue bonds instead",10
neutral,DSK Developers launches Rs 200 crore public issue of debentures,10
neutral,ECB QE: What markets expect and what it might mean,10
neutral,ECB says forex benchmark rates compiled on too narrow basis,10
neutral,"EGoM to decide Engineers India FPO date, price band tomorrow",10
neutral,EID Parry declares interim dividend of Rs 4 per share,10
neutral,Europe shares mixed as buoyant results offset by China woes,10
neutral,Expect markets to be range bound going ahead: Mitesh Thacker,10
neutral,"F & O Tracker: 6,150 key support level for Nifty",10
neutral,F&O Tracker: Market may move in a range till May-end,10
neutral,F&O tracker: Next support for Nifty seen at 8320 levels,10
neutral,Fatpipe Networks extends IPO; price band revised to Rs 80-85,10
neutral,FII's step up stocks purchase after IMF reiterates positive growth,10
